order_date,Sales,simulated_sales,Profit,Segment,Region,Discount
2021-09-17,15.76,15.76,3.546,SMB,EMEA,0.2
2023-10-20,29.472,29.472,9.9468,Enterprise,APJ,0.2
2022-12-09,1097.544,1097.544,123.4737,Strategic,APJ,0.2
2022-12-09,190.92,190.92,-147.963,Strategic,APJ,0.6
2021-12-27,113.328,113.328,35.415,Enterprise,APJ,0.2
2021-12-27,532.3992,532.3992,-46.9764,Enterprise,APJ,0.32
2021-12-27,212.058,212.058,-15.147,Enterprise,APJ,0.3
2021-12-27,371.168,371.168,41.7564,Enterprise,APJ,0.2
2023-09-11,147.168,147.168,16.5564,Strategic,APJ,0.2
2022-07-18,77.88,85.668,3.894,Strategic,AMER,0.0
2023-09-20,95.616,95.616,9.5616,Strategic,EMEA,0.2
2022-03-12,45.98,50.578,19.7714,Strategic,EMEA,0.0
2022-03-12,17.46,19.206000000000003,8.2062,Strategic,EMEA,0.0
2020-10-20,211.96,233.15600000000003,8.4784,SMB,AMER,0.0
2022-06-21,45.0,49.50000000000001,4.95,SMB,APJ,0.0
2022-06-21,21.8,23.980000000000004,6.104,SMB,APJ,0.0
2021-04-18,38.22,42.042,17.9634,SMB,APJ,0.0
2021-04-18,75.18,82.69800000000001,35.3346,SMB,APJ,0.0
2021-04-18,6.16,6.776000000000001,2.9568,SMB,APJ,0.0
2021-04-18,89.99,98.989,17.0981,SMB,APJ,0.0
2022-12-12,15.26,16.786,6.2566,Strategic,EMEA,0.0
2022-12-12,1029.95,1132.9450000000002,298.6855,Strategic,EMEA,0.0
2022-06-18,208.56,229.41600000000003,52.14,SMB,EMEA,0.0
2022-06-18,32.4,35.64,15.552,SMB,EMEA,0.0
2022-06-18,319.41,319.41,7.098,SMB,EMEA,0.1
2022-06-18,14.56,16.016000000000002,6.9888,SMB,EMEA,0.0
2022-06-18,30.0,33.0,3.3,SMB,EMEA,0.0
2022-06-18,48.48,48.48,16.362,SMB,EMEA,0.2
2022-06-18,1.68,1.848,0.84,SMB,EMEA,0.0
2021-11-24,13.98,15.378000000000002,6.1512,SMB,AMER,0.0
2021-11-24,25.824,25.824,9.3612,SMB,AMER,0.2
2021-11-24,146.73,161.403,68.9631,SMB,AMER,0.0
2021-11-24,79.76,87.73600000000002,22.3328,SMB,AMER,0.0
2021-04-30,213.115,213.115,-15.2225,Enterprise,APJ,0.3
2020-12-05,1113.024,1113.024,111.3024,Strategic,AMER,0.2
2020-12-05,167.968,167.968,62.988,Strategic,AMER,0.2
2022-06-05,75.88,83.468,35.6636,SMB,EMEA,0.0
2022-09-19,4.616,4.616,1.731,SMB,EMEA,0.2
2023-09-15,19.05,20.955000000000002,8.763,SMB,AMER,0.0
2021-04-26,831.936,831.936,-114.3912,SMB,EMEA,0.2
2021-04-26,97.04,97.04,1.213,SMB,EMEA,0.2
2021-04-26,72.784,72.784,-18.196,SMB,EMEA,0.2
2023-12-10,1.248,1.248,-1.9344,Strategic,APJ,0.8
2023-12-10,9.708,9.708,-5.8248,Strategic,APJ,0.6
2023-12-10,27.24,27.24,2.724,Strategic,APJ,0.2
2020-11-26,19.3,19.3,-14.475,SMB,APJ,0.6
2022-06-13,208.16,228.97600000000003,56.2032,Strategic,EMEA,0.0
2022-06-13,16.74,18.414,8.0352,Strategic,EMEA,0.0
2020-10-12,14.9,16.39,4.172,SMB,AMER,0.0
2020-10-12,21.39,23.529000000000003,6.2031,SMB,AMER,0.0
2021-09-03,200.984,200.984,62.8075,Strategic,EMEA,0.2
2023-11-14,230.376,230.376,-48.9549,Enterprise,APJ,0.2
2023-05-29,301.96,332.156,33.2156,SMB,AMER,0.0
2023-10-27,19.99,21.989,6.7966,SMB,EMEA,0.0
2023-10-27,6.16,6.776000000000001,2.9568,SMB,EMEA,0.0
2022-04-06,158.368,158.368,13.8572,Enterprise,APJ,0.2
2022-09-18,20.1,22.110000000000003,6.633,Strategic,AMER,0.0
2022-09-18,73.584,73.584,8.2782,Strategic,AMER,0.2
2022-09-18,6.48,7.128000000000001,3.1104,Strategic,AMER,0.0
2021-01-31,12.96,14.256000000000002,6.2208,SMB,EMEA,0.0
2021-01-31,53.34,58.67400000000001,16.5354,SMB,EMEA,0.0
2021-01-31,32.96,36.25600000000001,16.1504,SMB,EMEA,0.0
2023-11-07,5.682,5.682,-3.788,Enterprise,EMEA,0.7
2023-11-10,96.53,106.183,40.5426,Enterprise,EMEA,0.0
2023-06-18,51.312,51.312,17.9592,SMB,AMER,0.2
2022-09-07,77.88,85.668,22.5852,Strategic,EMEA,0.0
2022-08-30,64.624,64.624,22.6184,Enterprise,APJ,0.2
2022-08-30,95.976,95.976,-10.7973,Enterprise,APJ,0.2
2022-08-30,1.788,1.788,-3.0396,Enterprise,APJ,0.8
2022-12-02,23.92,26.312000000000005,11.7208,SMB,EMEA,0.0
2021-11-13,238.896,238.896,-26.8758,SMB,EMEA,0.2
2021-11-13,102.36,102.36,-3.8385,SMB,EMEA,0.2
2021-11-13,36.882,36.882,-25.8174,SMB,EMEA,0.7
2023-11-24,74.112,74.112,17.6016,SMB,EMEA,0.2
2023-11-24,27.992,27.992,2.0994,SMB,EMEA,0.2
2023-11-24,3.304,3.304,1.0738,SMB,EMEA,0.2
2021-10-15,339.96,339.96,67.992,Enterprise,APJ,0.2
2023-12-26,41.96,46.156000000000006,10.9096,Strategic,EMEA,0.0
2022-11-04,75.96,83.556,22.788,SMB,EMEA,0.0
2022-11-04,27.24,29.964000000000002,13.3476,SMB,EMEA,0.0
2020-08-25,40.096,40.096,14.5348,SMB,AMER,0.2
2020-08-25,4.72,4.72,1.652,SMB,AMER,0.2
2020-08-25,23.976,23.976,7.4925,SMB,AMER,0.2
2020-08-25,130.464,130.464,44.0316,SMB,AMER,0.2
2021-03-02,787.53,866.283,165.3813,SMB,AMER,0.0
2021-04-05,157.794,157.794,-115.7156,Strategic,EMEA,0.7
2022-06-13,47.04,51.744,18.3456,SMB,APJ,0.0
2022-06-13,30.84,33.924,13.878,SMB,APJ,0.0
2022-06-13,226.56,249.21600000000004,63.4368,SMB,APJ,0.0
2022-06-13,115.02,126.522,51.759,SMB,APJ,0.0
2022-06-13,68.04,74.84400000000001,19.7316,SMB,APJ,0.0
2020-12-26,600.558,600.558,-8.5794,Enterprise,APJ,0.3
2020-09-20,617.7,617.7,-407.682,SMB,APJ,0.5
2023-11-06,2.388,2.388,-1.8308,SMB,AMER,0.7
2023-11-06,243.992,243.992,30.499,SMB,AMER,0.2
2022-11-07,81.424,81.424,-9.1602,Enterprise,AMER,0.2
2022-11-07,238.56,262.416,26.2416,Enterprise,AMER,0.0
2023-02-03,59.97,59.97,-11.994,Strategic,AMER,0.4
2023-02-03,78.304,78.304,29.364,Strategic,AMER,0.2
2023-02-03,21.456,21.456,6.9732,Strategic,AMER,0.2
2022-10-14,20.04,22.044,9.6192,SMB,AMER,0.0
2022-10-14,35.44,38.984,16.6568,SMB,AMER,0.0
2022-10-14,11.52,12.672,3.456,SMB,AMER,0.0
2022-10-14,4.02,4.422,1.9698,SMB,AMER,0.0
2022-10-14,76.176,76.176,26.6616,SMB,AMER,0.2
2022-10-14,65.88,72.468,18.4464,SMB,AMER,0.0
2022-10-14,43.12,47.432,20.6976,SMB,AMER,0.0
2022-09-06,82.8,82.8,10.35,Strategic,EMEA,0.2
2023-09-19,8.82,9.702000000000002,2.3814,Strategic,AMER,0.0
2023-09-19,10.86,11.946,5.1042,Strategic,AMER,0.0
2023-09-19,143.7,158.07,68.976,Strategic,AMER,0.0
2023-12-23,839.43,923.373,218.2518,SMB,EMEA,0.0
2021-09-07,671.93,739.123,20.1579,SMB,AMER,0.0
2020-10-22,93.888,93.888,12.9096,Enterprise,AMER,0.2
2022-12-06,384.45,422.89500000000004,103.8015,Strategic,EMEA,0.0
2022-12-06,149.97,164.967,5.9988,Strategic,EMEA,0.0
2022-12-06,1951.84,2147.024,585.552,Strategic,EMEA,0.0
2022-12-06,171.55,188.70500000000004,80.6285,Strategic,EMEA,0.0
2022-03-14,157.92,157.92,17.766,Enterprise,AMER,0.2
2022-03-14,203.184,203.184,15.2388,Enterprise,AMER,0.2
2021-05-31,58.38,64.218,26.271,Strategic,AMER,0.0
2021-05-31,105.52,116.072,48.5392,Strategic,AMER,0.0
2021-05-31,80.88,88.968,21.0288,Strategic,AMER,0.0
2021-05-28,6.63,7.293,1.7901,Enterprise,AMER,0.0
2020-03-01,457.568,457.568,51.4764,SMB,AMER,0.2
2022-11-21,14.62,16.082,6.8714,SMB,APJ,0.0
2022-11-21,944.93,1039.423,236.2325,SMB,APJ,0.0
2022-05-12,5.98,6.578000000000001,2.691,SMB,AMER,0.0
2021-12-28,54.384,54.384,1.3596,SMB,EMEA,0.2
2022-11-17,28.4,31.240000000000002,13.348,SMB,APJ,0.0
2022-11-08,27.68,27.68,9.688,SMB,AMER,0.2
2020-09-08,9.936,9.936,2.7324,SMB,APJ,0.2
2020-09-08,8159.952,8159.952,-1359.992,SMB,APJ,0.4
2020-09-08,275.928,275.928,-58.6347,SMB,APJ,0.2
2020-09-08,1740.06,1740.06,-24.858,SMB,APJ,0.3
2020-09-08,32.064,32.064,6.8136,SMB,APJ,0.2
2020-09-08,177.98,177.98,-453.849,SMB,APJ,0.8
2020-09-08,143.976,143.976,8.9985,SMB,APJ,0.2
2020-08-05,20.94,23.034000000000002,9.8418,SMB,AMER,0.0
2020-08-05,110.96,122.056,53.2608,SMB,AMER,0.0
2020-08-05,340.144,340.144,21.259,SMB,AMER,0.2
2020-09-14,52.448,52.448,-131.12,Strategic,APJ,0.8
2020-09-14,20.16,20.16,6.552,Strategic,APJ,0.2
2023-04-22,97.264,97.264,-243.16,SMB,APJ,0.8
2021-11-21,396.802,396.802,-11.3372,SMB,AMER,0.3
2021-11-21,15.88,15.88,-3.7715,SMB,AMER,0.2
2021-12-15,3.28,3.608,1.4104,Enterprise,EMEA,0.0
2020-12-05,24.816,24.816,1.8612,Strategic,APJ,0.2
2020-12-05,408.744,408.744,76.6395,Strategic,APJ,0.2
2020-11-19,503.96,554.356,131.0296,Enterprise,EMEA,0.0
2020-11-19,149.95,164.945,41.986,Enterprise,EMEA,0.0
2020-11-19,29.0,31.900000000000002,7.25,Enterprise,EMEA,0.0
2022-11-29,7.16,7.876000000000001,3.4368,SMB,EMEA,0.0
2020-08-26,176.8,194.48000000000002,22.984,Enterprise,AMER,0.0
2022-07-17,37.224,37.224,3.7224,Strategic,APJ,0.2
2022-07-17,20.016,20.016,6.255,Strategic,APJ,0.2
2021-10-12,899.136,899.136,112.392,Enterprise,EMEA,0.2
2021-10-12,71.76,78.936,20.0928,Enterprise,EMEA,0.0
2021-10-12,51.84,57.02400000000001,24.8832,Enterprise,EMEA,0.0
2021-10-12,626.352,626.352,46.9764,Enterprise,EMEA,0.2
2021-10-12,19.9,21.89,6.567,Enterprise,EMEA,0.0
2021-10-31,14.28,15.708,6.7116,Strategic,AMER,0.0
2020-03-21,7.408,7.408,1.2038,SMB,AMER,0.2
2020-03-21,6.048,6.048,1.5876,SMB,AMER,0.2
2023-11-07,46.26,50.886,12.0276,Enterprise,AMER,0.0
2023-07-07,2.946,2.946,-2.2586,Strategic,EMEA,0.7
2023-07-07,16.056,16.056,5.8203,Strategic,EMEA,0.2
2023-06-25,21.744,21.744,6.795,SMB,AMER,0.2
2020-08-03,218.75,218.75,-161.875,SMB,EMEA,0.5
2020-08-03,2.6,2.6,0.2925,SMB,EMEA,0.2
2023-12-18,66.284,66.284,-178.9668,SMB,APJ,0.8
2023-06-04,35.168,35.168,9.6712,Strategic,EMEA,0.2
2023-12-10,444.768,444.768,44.4768,SMB,AMER,0.2
2023-12-02,83.92,92.31200000000001,5.8744,SMB,AMER,0.0
2023-12-02,131.98,145.178,35.6346,SMB,AMER,0.0
2023-12-02,15.92,17.512,7.4824,SMB,AMER,0.0
2023-12-02,52.29,57.519000000000005,16.2099,SMB,AMER,0.0
2023-12-02,91.99,101.18900000000001,3.6796,SMB,AMER,0.0
2021-02-09,20.8,20.8,6.5,Strategic,APJ,0.2
2021-01-02,23.68,23.68,8.88,Strategic,AMER,0.2
2021-01-02,452.45,452.45,-244.323,Strategic,AMER,0.5
2021-01-02,62.982,62.982,-14.6958,Strategic,AMER,0.4
2021-01-02,1188.0,1188.0,-950.4,Strategic,AMER,0.7
2021-01-02,89.584,89.584,4.4792,Strategic,AMER,0.2
2022-10-29,93.06,102.36600000000001,26.0568,SMB,AMER,0.0
2022-10-29,302.376,302.376,22.6782,SMB,AMER,0.2
2021-12-24,5.584,5.584,1.8148,SMB,AMER,0.2
2021-12-24,22.704,22.704,8.2302,SMB,AMER,0.2
2021-12-24,19.776,19.776,-13.8432,SMB,AMER,0.7
2021-12-24,72.704,72.704,19.0848,SMB,AMER,0.2
2021-12-24,479.988,479.988,-383.9904,SMB,AMER,0.7
2021-12-24,27.168,27.168,2.7168,SMB,AMER,0.2
2021-08-09,2.2,2.4200000000000004,0.968,Strategic,AMER,0.0
2021-08-09,622.45,684.695,136.939,Strategic,AMER,0.0
2021-08-09,21.98,24.178,0.2198,Strategic,AMER,0.0
2021-02-28,161.568,161.568,-28.2744,SMB,EMEA,0.2
2021-02-28,389.696,389.696,43.8408,SMB,EMEA,0.2
2020-09-13,18.648,18.648,-12.432,Strategic,EMEA,0.7
2023-04-08,233.86,233.86,-102.048,Enterprise,EMEA,0.45
2023-04-08,620.6145,620.6145,-248.2458,Enterprise,EMEA,0.45
2023-04-08,5.328,5.328,-3.552,Enterprise,EMEA,0.7
2023-04-08,258.072,258.072,0.0,Enterprise,EMEA,0.2
2023-04-08,617.976,617.976,-7.7247,Enterprise,EMEA,0.2
2023-11-13,10.56,11.616000000000001,4.752,Strategic,AMER,0.0
2022-06-05,25.92,25.92,9.396,SMB,APJ,0.2
2022-06-05,419.68,419.68,-356.728,SMB,APJ,0.6
2022-06-05,11.688,11.688,-4.6752,SMB,APJ,0.6
2022-06-05,31.984,31.984,11.1944,SMB,APJ,0.2
2022-06-05,177.225,177.225,-120.513,SMB,APJ,0.5
2022-06-05,4.044,4.044,-2.8308,SMB,APJ,0.6
2022-06-05,7.408,7.408,1.2038,SMB,APJ,0.2
2020-06-01,2001.86,2202.0460000000003,580.5394,Enterprise,EMEA,0.0
2020-06-01,166.72,183.39200000000002,41.68,Enterprise,EMEA,0.0
2020-06-01,47.88,52.668000000000006,23.94,Enterprise,EMEA,0.0
2020-06-01,1503.25,1653.575,496.0725,Enterprise,EMEA,0.0
2020-06-01,25.92,28.512000000000004,12.4416,Enterprise,EMEA,0.0
2022-12-11,321.568,321.568,28.1372,SMB,AMER,0.2
2022-09-12,7.61,8.371,3.5767,SMB,AMER,0.0
2022-09-12,3347.37,3682.107,636.0003,SMB,AMER,0.0
2022-12-11,80.58,88.638,22.5624,SMB,EMEA,0.0
2022-12-11,361.92,398.112,162.864,SMB,EMEA,0.0
2021-11-28,12.132,12.132,-8.4924,Strategic,APJ,0.6
2021-11-28,82.368,82.368,-19.5624,Strategic,APJ,0.2
2021-11-28,53.92,53.92,4.044,Strategic,APJ,0.2
2021-11-28,647.904,647.904,56.6916,Strategic,APJ,0.2
2023-12-02,20.37,22.407000000000004,6.9258,SMB,EMEA,0.0
2023-12-02,221.55,243.70500000000004,6.6465,SMB,EMEA,0.0
2023-12-02,17.52,17.52,6.132,SMB,EMEA,0.2
2023-06-09,1.624,1.624,-4.466,Strategic,APJ,0.8
2020-09-19,3059.982,3059.982,-509.997,Strategic,APJ,0.4
2020-09-19,2519.958,2519.958,-251.9958,Strategic,APJ,0.4
2022-06-07,328.224,328.224,28.7196,SMB,APJ,0.2
2021-11-10,79.9,87.89000000000001,35.156,SMB,AMER,0.0
2023-06-17,14.016,14.016,4.7304,Strategic,EMEA,0.2
2022-01-22,7.56,8.316,0.3024,SMB,AMER,0.0
2023-12-10,37.208,37.208,-7.4416,Strategic,AMER,0.2
2023-12-10,57.576,57.576,21.591,Strategic,AMER,0.2
2023-12-29,725.84,798.4240000000001,210.4936,Strategic,AMER,0.0
2021-07-30,209.93,230.92300000000003,92.3692,SMB,AMER,0.0
2021-07-30,5.28,5.808000000000001,2.3232,SMB,AMER,0.0
2021-07-30,10.92,10.92,4.095,SMB,AMER,0.2
2023-09-17,8.82,9.702000000000002,4.0572,Strategic,AMER,0.0
2023-09-17,5.98,6.578000000000001,1.5548,Strategic,AMER,0.0
2023-10-14,11.648,11.648,4.0768,Strategic,EMEA,0.2
2023-10-14,18.176,18.176,5.9072,Strategic,EMEA,0.2
2023-10-14,59.712,59.712,5.9712,Strategic,EMEA,0.2
2023-10-14,24.84,24.84,8.694,Strategic,EMEA,0.2
2021-09-26,2.08,2.08,-3.432,SMB,APJ,0.8
2021-09-26,1114.4,1114.4,376.11,SMB,APJ,0.2
2021-11-02,1038.84,1038.84,51.942,SMB,AMER,0.2
2021-09-26,141.76,141.76,47.844,SMB,EMEA,0.2
2021-09-26,239.8,239.8,47.96,SMB,EMEA,0.2
2021-09-26,31.104,31.104,10.8864,SMB,EMEA,0.2
2022-12-19,254.058,254.058,-169.372,Strategic,EMEA,0.7
2022-12-19,194.528,194.528,24.316,Strategic,EMEA,0.2
2022-12-19,961.48,961.48,-204.3145,Strategic,EMEA,0.2
2022-11-21,19.096,19.096,6.6836,Enterprise,AMER,0.2
2022-11-21,18.496,18.496,6.2424,Enterprise,AMER,0.2
2022-11-21,255.984,255.984,54.3966,Enterprise,AMER,0.2
2022-11-21,86.97,86.97,-48.7032,Enterprise,AMER,0.5
2020-12-26,300.416,300.416,78.8592,Strategic,EMEA,0.2
2020-12-26,230.352,230.352,20.1558,Strategic,EMEA,0.2
2020-12-26,218.352,218.352,-24.5646,Strategic,EMEA,0.2
2020-12-26,78.6,78.6,-62.88,Strategic,EMEA,0.7
2020-12-26,27.552,27.552,9.2988,Strategic,EMEA,0.2
2022-10-29,32.4,35.64,15.552,Strategic,AMER,0.0
2022-10-29,1082.48,1190.728,10.8248,Strategic,AMER,0.0
2022-10-29,56.91,62.601,27.3168,Strategic,AMER,0.0
2022-10-29,77.6,85.36,38.024,Strategic,AMER,0.0
2022-10-29,14.28,15.708,6.5688,Strategic,AMER,0.0
2023-11-20,219.075,219.075,-131.445,SMB,APJ,0.5
2021-05-04,26.8,29.480000000000004,12.864,Strategic,EMEA,0.0
2020-12-30,9.84,10.824,2.8536,Strategic,AMER,0.0
2020-06-01,45.48,50.028,20.9208,Enterprise,AMER,0.0
2020-06-01,289.2,318.12,83.868,Enterprise,AMER,0.0
2023-04-16,4.89,5.3790000000000004,2.0049,SMB,EMEA,0.0
2022-09-13,15.136,15.136,3.5948,Strategic,EMEA,0.2
2022-09-13,466.768,466.768,52.5114,Strategic,EMEA,0.2
2022-09-13,15.232,15.232,1.7136,Strategic,EMEA,0.2
2022-09-13,6.264,6.264,2.0358,Strategic,EMEA,0.2
2020-09-27,87.54,96.29400000000001,37.6422,Strategic,AMER,0.0
2020-08-09,178.384,178.384,22.298,Strategic,EMEA,0.2
2020-08-09,15.552,15.552,5.4432,Strategic,EMEA,0.2
2020-12-28,99.136,99.136,8.6744,Strategic,EMEA,0.2
2020-11-04,135.882,135.882,24.1568,Enterprise,EMEA,0.1
2020-11-04,3991.98,4391.178000000001,1995.99,Enterprise,EMEA,0.0
2020-11-04,275.94,303.53400000000005,80.0226,Enterprise,EMEA,0.0
2020-11-04,360.0,396.00000000000006,129.6,Enterprise,EMEA,0.0
2020-11-04,43.57,47.92700000000001,13.071,Enterprise,EMEA,0.0
2020-09-19,7.16,7.876000000000001,3.58,Strategic,AMER,0.0
2022-04-24,251.52,251.52,81.744,Strategic,AMER,0.2
2022-04-24,99.99,109.989,34.9965,Strategic,AMER,0.0
2023-11-04,15.992,15.992,0.9995,Strategic,EMEA,0.2
2022-08-31,290.898,290.898,-67.8762,SMB,EMEA,0.4
2022-08-31,54.224,54.224,3.389,SMB,EMEA,0.2
2022-08-31,786.744,786.744,-258.5016,SMB,EMEA,0.3
2022-08-31,100.24,100.24,33.831,SMB,EMEA,0.2
2022-08-31,37.764,37.764,-27.6936,SMB,EMEA,0.7
2022-04-26,82.8,82.8,-20.7,SMB,EMEA,0.4
2022-04-26,20.724,20.724,-13.816,SMB,EMEA,0.7
2022-04-26,4.896,4.896,-3.4272,SMB,EMEA,0.7
2021-09-01,4.752,4.752,1.6038,SMB,AMER,0.2
2021-09-01,959.984,959.984,335.9944,SMB,AMER,0.2
2021-09-01,14.368,14.368,4.49,SMB,AMER,0.2
2020-07-12,7.712,7.712,2.7956,Strategic,AMER,0.2
2020-07-12,698.352,698.352,-17.4588,Strategic,AMER,0.2
2021-06-22,4.96,5.456,2.3312,SMB,EMEA,0.0
2020-04-13,17.856,17.856,1.116,Strategic,EMEA,0.2
2020-04-13,509.97,509.97,-407.976,Strategic,EMEA,0.7
2020-04-13,30.992,30.992,10.0724,Strategic,EMEA,0.2
2020-04-13,71.928,71.928,8.3916,Strategic,EMEA,0.4
2021-12-20,88.8,88.8,-2.22,SMB,APJ,0.2
2023-06-16,47.976,47.976,4.7976,SMB,AMER,0.2
2023-07-09,7.56,8.316,3.0996,SMB,APJ,0.0
2023-07-09,24.56,27.016000000000002,11.5432,SMB,APJ,0.0
2023-07-09,12.96,14.256000000000002,4.1472,SMB,APJ,0.0
2022-09-02,6.79,7.469,2.3086,Enterprise,EMEA,0.0
2022-09-02,24.56,27.016000000000002,11.5432,Enterprise,EMEA,0.0
2022-09-02,3.048,3.048,1.0668,Enterprise,EMEA,0.2
2022-09-02,49.12,54.032000000000004,23.0864,Enterprise,EMEA,0.0
2022-09-02,4355.168,4355.168,1415.4296,Enterprise,EMEA,0.2
2022-04-09,388.704,388.704,-4.8588,SMB,EMEA,0.2
2022-04-09,8.26,9.086,3.7996,SMB,EMEA,0.0
2022-04-09,17.04,18.744,6.9864,SMB,EMEA,0.0
2022-04-09,34.4,37.84,15.824,SMB,EMEA,0.0
2022-04-24,36.24,36.24,11.325,Strategic,EMEA,0.2
2023-03-09,647.84,712.6240000000001,168.4384,Strategic,EMEA,0.0
2023-03-09,20.7,22.77,9.936,Strategic,EMEA,0.0
2023-09-26,20.7,22.77,9.936,SMB,EMEA,0.0
2023-09-26,488.646,488.646,86.8704,SMB,EMEA,0.1
2023-09-26,5.56,6.116,1.4456,SMB,EMEA,0.0
2023-09-26,47.12,51.832,20.7328,SMB,EMEA,0.0
2020-09-24,211.96,233.15600000000003,8.4784,SMB,AMER,0.0
2022-10-22,23.2,25.52,10.44,Strategic,EMEA,0.0
2022-10-22,7.36,8.096000000000002,0.1472,Strategic,EMEA,0.0
2022-10-22,104.79,115.26900000000002,29.3412,Strategic,EMEA,0.0
2022-10-22,1043.92,1148.3120000000001,271.4192,Strategic,EMEA,0.0
2023-05-30,25.92,25.92,9.396,SMB,APJ,0.2
2023-05-30,53.424,53.424,4.6746,SMB,APJ,0.2
2020-07-23,8.16,8.16,-5.712,SMB,AMER,0.7
2020-07-23,1023.936,1023.936,179.1888,SMB,AMER,0.2
2020-07-23,9.24,9.24,0.924,SMB,AMER,0.2
2020-07-23,479.04,479.04,-29.94,SMB,AMER,0.2
2022-09-29,99.136,99.136,30.98,Strategic,APJ,0.2
2023-08-28,1488.424,1488.424,-297.6848,Strategic,APJ,0.3
2021-04-28,8.652,8.652,-20.3322,SMB,APJ,0.8
2021-04-28,23.832,23.832,2.6811,SMB,APJ,0.2
2021-04-28,12.176,12.176,-18.8728,SMB,APJ,0.8
2022-10-29,50.96,56.056000000000004,25.48,Strategic,AMER,0.0
2022-10-29,49.536,49.536,17.3376,Strategic,AMER,0.2
2021-06-26,41.9,46.09,8.799,Strategic,AMER,0.0
2021-11-27,375.4575,375.4575,-157.0095,SMB,EMEA,0.45
2021-11-27,83.976,83.976,-1.0497,SMB,EMEA,0.2
2021-12-03,482.34,482.34,-337.638,Strategic,EMEA,0.7
2021-12-03,2.96,2.96,0.777,Strategic,EMEA,0.2
2020-11-24,2.624,2.624,0.4264,SMB,AMER,0.2
2023-12-12,23.36,23.36,7.884,SMB,EMEA,0.2
2023-12-12,39.98,43.978,13.5932,SMB,EMEA,0.0
2020-09-21,246.384,246.384,27.7182,SMB,AMER,0.2
2020-09-21,1799.97,1979.967,701.9883,SMB,AMER,0.0
2020-06-07,12.462,12.462,-20.5623,Strategic,APJ,0.8
2023-07-01,75.792,75.792,25.5798,Enterprise,EMEA,0.2
2023-10-18,49.96,54.956,9.4924,Strategic,EMEA,0.0
2023-10-18,12.96,14.256000000000002,6.2208,Strategic,EMEA,0.0
2021-10-31,70.12,77.132,21.036,Enterprise,AMER,0.0
2022-09-09,35.952,35.952,3.5952,SMB,APJ,0.2
2022-09-09,2396.2656,2396.2656,-317.1528,SMB,APJ,0.32
2022-09-09,131.136,131.136,-32.784,SMB,APJ,0.2
2022-09-09,57.584,57.584,0.7198,SMB,APJ,0.2
2020-12-24,9.568,9.568,3.4684,SMB,EMEA,0.2
2020-04-16,39.072,39.072,9.768,Strategic,EMEA,0.2
2023-12-25,35.91,39.501,9.6957,SMB,EMEA,0.0
2023-12-09,179.95,197.945,37.7895,SMB,AMER,0.0
2023-12-09,1199.976,1199.976,434.9913,SMB,AMER,0.2
2023-12-09,27.15,29.865000000000002,13.3035,SMB,AMER,0.0
2023-12-09,1004.024,1004.024,-112.9527,SMB,AMER,0.2
2023-12-09,9.68,10.648,4.6464,SMB,AMER,0.0
2023-12-09,28.35,31.185000000000006,13.608,SMB,AMER,0.0
